Session_ID,Session_Date,Session_Time,Station_ID,Station_Location,Vehicle_Type,Connector_Type,Battery_Start_Percent,Battery_End_Percent,Charging_Duration_Min,Energy_Consumed_kWh,Charging_Status,Failure_Reason,Station_Status,Payment_Status,Charging_Cost
SES-10547,2025-02-10,12:36:40,STN-VIJ-01,Vijayawada,Crossover,CCS,77,100,88,15.20,Completed,None,Available,Paid,236.28
SES-10548,2025-02-10,09:16:34,STN-DEL-02,Delhi,Hatchback,CHAdeMO,10,98,120,34.63,Completed,None,Available,Paid,549.20
SES-10549,2025-02-10,19:47:31,STN-VSKP-01,Visakhapatnam,Hatchback,Type 2,10,43,48,12.53,Completed,None,Charging,Paid,219.04
SES-10550,2025-02-10,21:46:34,STN-DEL-01,Delhi,SUV,Type 2,41,100,113,45.14,Completed,None,Available,Paid,710.49
SES-10551,2025-02-10,19:47:30,STN-CBE-01,Coimbatore,Sedan,CCS,61,100,112,23.43,Completed,None,Charging,Paid,421.79
SES-10552,2025-02-10,07:59:23,STN-CHE-01,Chennai,Sedan,CCS,57,63,12,2.98,Completed,None,Charging,Paid,47.83
SES-10553,2025-02-10,07:17:49,STN-PUN-01,Pune,Sedan,Type 2,50,68,28,10.36,Completed,None,Available,Paid,174.82
SES-10554,2025-02-11,09:49:14,STN-MUM-02,Mumbai,SUV,Type 2,82,85,96,1.20,Failed,Connector Error,Offline,Failed,0.00
SES-10555,2025-02-11,05:26:14,STN-DEL-01,Delhi,SUV,Type 2,8,81,92,61.00,Completed,None,Charging,Paid,"1,052.53"
SES-10556,2025-02-11,20:54:07,STN-MUM-02,Mumbai,SUV,CCS,38,52,27,12.45,Completed,None,Charging,Paid,214.64
SES-10557,2025-02-11,18:46:12,STN-HYD-02,Hyderabad,SUV,Type 2,70,100,103,24.59,Completed,None,Available,Paid,453.81
SES-10558,2025-02-11,09:23:39,STN-HYD-02,Hyderabad,Crossover,Type 2,67,100,112,25.11,Completed,None,Available,Paid,384.35
SES-10559,2025-02-11,11:31:29,STN-KOL-01,Kolkata,Sedan,CCS,65,100,92,20.86,Completed,None,Charging,Paid,335.27
SES-10560,2025-02-11,21:12:00,STN-PUN-01,Pune,SUV,CCS,85,93,14,3.14,Cancelled,None,Available,Refunded,0.00
SES-10561,2025-02-11,05:14:43,STN-MUM-01,Mumbai,Sedan,CCS,46,91,64,23.94,Completed,None,Available,Paid,395.45
SES-10562,2025-02-11,15:28:33,STN-DEL-01,Delhi,SUV,CHAdeMO,82,93,22,9.71,Completed,None,Available,Paid,151.95
SES-10563,2025-02-11,07:06:28,STN-CBE-01,Coimbatore,Sedan,Type 2,68,90,43,13.29,Completed,None,Charging,Paid,232.17
SES-10564,2025-02-11,03:24:37,STN-DEL-02,Delhi,SUV,Type 2,21,71,97,46.57,Completed,None,Available,Paid,833.93
SES-10565,2025-02-11,05:26:53,STN-CBE-01,Coimbatore,Sedan,CCS,65,82,27,9.71,Completed,None,Charging,Paid,146.32
SES-10566,2025-02-11,14:36:13,STN-MUM-02,Mumbai,Sedan,Type 2,34,96,77,31.87,Completed,None,Available,Paid,483.20
SES-10567,2025-02-11,20:29:28,STN-MUM-02,Mumbai,Hatchback,Type 2,47,100,109,23.16,Completed,None,Available,Paid,357.24
SES-10568,2025-02-11,14:52:21,STN-HYD-02,Hyderabad,Sedan,CCS,11,53,81,22.32,Completed,None,Charging,Paid,347.94
SES-10569,2025-02-12,08:15:49,STN-HYD-01,Hyderabad,SUV,CHAdeMO,77,100,52,20.97,Completed,None,Available,Paid,345.49
SES-10570,2025-02-12,17:48:42,STN-PUN-01,Pune,SUV,CCS,50,100,74,46.70,Completed,None,Charging,Paid,791.72
SES-10571,2025-02-12,13:57:54,STN-MUM-02,Mumbai,SUV,CCS,27,71,50,40.09,Completed,None,Charging,Paid,656.33
SES-10572,2025-02-12,18:20:38,STN-HYD-02,Hyderabad,Hatchback,CCS,40,65,47,10.88,Completed,None,Charging,Paid,172.89
SES-10573,2025-02-12,09:05:16,STN-VSKP-01,Visakhapatnam,SUV,CCS,18,81,109,52.40,Completed,None,Available,Paid,857.45
SES-10574,2025-02-12,23:04:04,STN-HYD-02,Hyderabad,Sedan,Type 2,24,53,47,16.88,Completed,None,Available,Paid,301.33
SES-10575,2025-02-12,21:15:50,STN-BLR-01,Bengaluru,Sedan,CCS,60,77,22,10.13,Completed,None,Available,Paid,164.14
SES-10576,2025-02-12,05:39:08,STN-KOL-01,Kolkata,Hatchback,Type 2,85,100,31,5.68,Completed,None,Available,Paid,100.77
SES-10577,2025-02-12,12:56:01,STN-MUM-02,Mumbai,SUV,CCS,36,60,38,18.98,Completed,None,Available,Paid,329.73
SES-10578,2025-02-12,00:35:21,STN-BLR-01,Bengaluru,Hatchback,CCS,29,44,18,6.11,Completed,None,Available,Paid,92.55
SES-10579,2025-02-12,19:21:33,STN-DEL-02,Delhi,SUV,Type 2,53,100,100,43.70,Completed,None,Available,Paid,774.36
SES-10580,2025-02-12,07:37:58,STN-DEL-02,Delhi,Hatchback,Type 2,61,100,119,15.75,Completed,None,Charging,Paid,247.76
SES-10581,2025-02-13,05:17:06,STN-HYD-02,Hyderabad,Crossover,CCS,31,100,117,51.71,Completed,None,Charging,Paid,838.56
SES-10582,2025-02-13,21:32:00,STN-KOL-01,Kolkata,Hatchback,CHAdeMO,31,35,77,1.60,Failed,Connector Error,Maintenance,Failed,0.00
SES-10583,2025-02-13,07:03:17,STN-CBE-01,Coimbatore,SUV,Type 2,50,100,113,46.05,Completed,None,Charging,Paid,784.13
SES-10584,2025-02-13,06:58:31,STN-HYD-01,Hyderabad,SUV,CCS,49,52,26,1.20,Failed,Charging Interrupted,Offline,Failed,0.00
SES-10585,2025-02-13,18:41:40,STN-KOL-01,Kolkata,SUV,CCS,30,57,46,23.84,Completed,None,Available,Paid,427.20
SES-10586,2025-02-13,18:59:05,STN-HYD-01,Hyderabad,SUV,CCS,18,60,73,33.44,Completed,None,Charging,Paid,566.03
SES-10587,2025-02-13,06:33:22,STN-VIJ-01,Vijayawada,Sedan,Type 2,52,100,76,28.27,Completed,None,Available,Paid,479.02
SES-10588,2025-02-13,18:23:55,STN-BLR-01,Bengaluru,Hatchback,CCS,89,100,13,4.21,Completed,None,Available,Paid,66.58
SES-10589,2025-02-13,17:55:17,STN-HYD-02,Hyderabad,Sedan,CCS,19,19,49,0.00,Failed,Network Error,Maintenance,Paid,0.00
SES-10590,2025-02-13,13:48:36,STN-CBE-01,Coimbatore,Sedan,CCS,55,68,25,7.33,Completed,None,Charging,Paid,117.55
SES-10591,2025-02-13,18:41:16,STN-BLR-01,Bengaluru,SUV,CCS,58,68,20,8.26,Completed,None,Available,Paid,146.51
SES-10592,2025-02-13,20:22:53,STN-CBE-01,Coimbatore,Sedan,Type 2,15,83,100,38.36,Completed,None,Charging,Paid,644.91
SES-10593,2025-02-14,00:57:33,STN-VSKP-01,Visakhapatnam,Hatchback,Type 2,79,100,35,8.97,Completed,None,Available,Paid,145.24
SES-10594,2025-02-14,14:02:06,STN-VSKP-01,Visakhapatnam,Hatchback,CCS,32,100,104,28.73,Completed,None,Charging,Paid,479.04
SES-10595,2025-02-14,14:41:06,STN-PUN-01,Pune,Crossover,CCS,59,100,107,27.02,Completed,None,Charging,Paid,492.51
SES-10596,2025-02-14,18:21:57,STN-BLR-01,Bengaluru,Hatchback,CCS,73,100,81,11.12,Completed,None,Charging,Paid,186.85
SES-10597,2025-02-14,16:45:48,STN-VIJ-01,Vijayawada,SUV,Type 2,76,100,112,19.41,Completed,None,Charging,Paid,354.92
SES-10598,2025-02-14,20:42:28,STN-CBE-01,Coimbatore,SUV,Type 2,30,34,74,1.60,Failed,Network Error,Maintenance,Failed,0.00
SES-10599,2025-02-14,18:13:08,STN-MUM-01,Mumbai,SUV,CCS,74,82,11,7.45,Completed,None,Available,Paid,119.75
SES-10600,2025-02-14,00:11:41,STN-MUM-02,Mumbai,Sedan,CCS,36,91,100,30.36,Completed,None,Charging,Paid,515.38
SES-10601,2025-02-14,08:50:05,STN-DEL-02,Delhi,Sedan,CCS,52,54,54,0.64,Cancelled,None,Available,Refunded,0.00
SES-10602,2025-02-14,10:23:26,STN-CBE-01,Coimbatore,Hatchback,CHAdeMO,16,56,52,15.40,Completed,None,Available,Paid,262.12
SES-10603,2025-02-15,00:00:53,STN-VIJ-01,Vijayawada,Sedan,CCS,74,81,12,3.94,Completed,None,Charging,Paid,69.30
SES-10604,2025-02-15,08:23:46,STN-BLR-02,Bengaluru,Sedan,CCS,81,100,43,11.05,Completed,None,Available,Paid,171.64
SES-10605,2025-02-15,08:21:56,STN-HYD-02,Hyderabad,Hatchback,CCS,65,100,89,14.59,Completed,None,Available,Paid,235.44
SES-10606,2025-02-15,09:34:29,STN-KOL-01,Kolkata,Sedan,CCS,38,42,74,1.60,Failed,Network Error,Offline,Paid,25.07
SES-10607,2025-02-15,13:10:19,STN-CBE-01,Coimbatore,Sedan,Type 2,85,100,73,7.72,Completed,None,Available,Paid,131.86
SES-10608,2025-02-15,19:50:40,STN-HYD-01,Hyderabad,Sedan,CCS,49,57,16,4.20,Completed,None,Charging,Paid,68.77
SES-10609,2025-02-15,16:00:30,STN-VSKP-01,Visakhapatnam,Hatchback,CCS,64,99,44,12.69,Completed,None,Available,Paid,222.73
SES-10610,2025-02-15,10:17:54,STN-VSKP-01,Visakhapatnam,SUV,Type 2,69,84,31,12.33,Completed,None,Charging,Paid,226.03
SES-10611,2025-02-15,23:37:13,STN-DEL-01,Delhi,Hatchback,CCS,75,100,57,9.93,Completed,None,Available,Paid,154.79
SES-10612,2025-02-15,18:14:45,STN-CBE-01,Coimbatore,Sedan,Type 2,17,49,41,16.62,Completed,None,Charging,Paid,259.09
SES-10613,2025-02-15,21:02:55,STN-MUM-02,Mumbai,Hatchback,CCS,82,100,35,6.79,Completed,None,Available,Paid,103.07
SES-10614,2025-02-15,09:56:43,STN-BLR-02,Bengaluru,SUV,Type 2,85,85,15,0.00,Failed,Payment Failure,Offline,Failed,0.00
SES-10615,2025-02-15,02:49:00,STN-KOL-01,Kolkata,SUV,CCS,52,83,55,25.14,Completed,None,Available,Paid,409.18
SES-10616,2025-02-15,19:28:05,STN-VIJ-01,Vijayawada,SUV,CHAdeMO,53,88,64,32.21,Completed,None,Available,Paid,532.75
SES-10617,2025-02-15,06:50:00,STN-MUM-01,Mumbai,SUV,CCS,62,65,84,1.20,Failed,Network Error,Offline,Failed,0.00
SES-10618,2025-02-16,08:52:15,STN-DEL-01,Delhi,SUV,CCS,77,100,104,20.51,Completed,None,Charging,Paid,355.10
SES-10619,2025-02-16,07:53:39,STN-VIJ-01,Vijayawada,SUV,Type 2,74,76,64,0.80,Failed,Payment Failure,Offline,Failed,0.00
SES-10620,2025-02-16,08:27:00,STN-HYD-01,Hyderabad,Sedan,Type 2,65,100,94,17.47,Completed,None,Available,Paid,266.87
SES-10621,2025-02-16,19:42:16,STN-CBE-01,Coimbatore,SUV,CCS,30,63,66,27.61,Completed,None,Available,Paid,496.84
SES-10622,2025-02-16,19:22:06,STN-KOL-01,Kolkata,SUV,CHAdeMO,43,100,95,48.34,Completed,None,Available,Paid,805.46
SES-10623,2025-02-16,08:06:43,STN-MUM-01,Mumbai,SUV,CCS,62,100,72,29.60,Completed,None,Charging,Paid,520.95
SES-10624,2025-02-16,09:45:44,STN-CBE-01,Coimbatore,SUV,Type 2,31,36,10,4.28,Completed,None,Available,Paid,71.33
SES-10625,2025-02-16,11:13:15,STN-HYD-01,Hyderabad,Hatchback,CCS,44,60,30,5.99,Completed,None,Available,Paid,94.93
SES-10626,2025-02-16,07:18:01,STN-HYD-01,Hyderabad,Hatchback,CCS,35,100,118,24.50,Completed,None,Charging,Paid,437.69
SES-10627,2025-02-16,07:16:36,STN-HYD-02,Hyderabad,SUV,CCS,7,25,29,16.35,Completed,None,Charging,Paid,262.04
SES-10628,2025-02-16,19:21:31,STN-DEL-01,Delhi,Hatchback,Type 2,19,71,82,21.16,Completed,None,Charging,Paid,339.74
SES-10629,2025-02-16,12:00:53,STN-KOL-01,Kolkata,Sedan,CCS,58,61,100,1.20,Failed,Payment Failure,Offline,Failed,0.00
SES-10630,2025-02-16,07:57:05,STN-VSKP-01,Visakhapatnam,Hatchback,CCS,74,97,38,9.81,Completed,None,Available,Paid,155.37
SES-10631,2025-02-16,19:05:44,STN-PUN-01,Pune,SUV,CHAdeMO,15,55,52,32.64,Completed,None,Available,Paid,528.08
SES-10632,2025-02-16,08:22:25,STN-BLR-01,Bengaluru,Sedan,CCS,34,100,106,36.02,Completed,None,Charging,Paid,627.88
SES-10633,2025-02-16,08:14:43,STN-VSKP-01,Visakhapatnam,Sedan,CCS,39,76,54,22.35,Completed,None,Available,Paid,373.81
SES-10634,2025-02-16,22:32:14,STN-VIJ-01,Vijayawada,Sedan,Type 2,47,89,74,24.04,Completed,None,Charging,Paid,392.15
SES-10635,2025-02-16,18:54:26,STN-KOL-01,Kolkata,Sedan,CCS,65,75,12,5.09,Completed,None,Available,Paid,90.01
SES-10636,2025-02-16,21:01:54,STN-BLR-01,Bengaluru,Sedan,CCS,44,100,105,30.96,Completed,None,Available,Paid,510.37
SES-10637,2025-02-16,19:15:22,STN-MUM-02,Mumbai,Sedan,CCS,46,71,29,13.42,Completed,None,Available,Paid,216.12
SES-10638,2025-02-16,17:15:13,STN-HYD-01,Hyderabad,Hatchback,CCS,46,92,90,19.45,Completed,None,Charging,Paid,344.14
SES-10639,2025-02-17,14:34:14,STN-CBE-01,Coimbatore,Sedan,CHAdeMO,7,45,46,22.40,Completed,None,Available,Paid,409.47
SES-10640,2025-02-17,17:28:33,STN-KOL-01,Kolkata,SUV,CCS,82,100,47,14.02,Completed,None,Available,Paid,231.14
SES-10641,2025-02-17,13:40:22,STN-MUM-02,Mumbai,Hatchback,CCS,87,90,83,1.20,Failed,Payment Failure,Maintenance,Failed,0.00
SES-10642,2025-02-17,18:57:31,STN-DEL-01,Delhi,Sedan,CCS,89,100,116,5.95,Completed,None,Charging,Paid,95.24
SES-10643,2025-02-17,18:42:06,STN-HYD-01,Hyderabad,Hatchback,CCS,25,73,54,20.99,Completed,None,Available,Paid,353.95
SES-10644,2025-02-17,19:13:51,STN-HYD-01,Hyderabad,SUV,CCS,77,100,102,19.93,Completed,None,Available,Paid,350.07
SES-10645,2025-02-17,17:38:09,STN-BLR-02,Bengaluru,Sedan,Type 2,81,100,51,10.59,Completed,None,Charging,Paid,181.26
SES-10646,2025-02-17,07:33:29,STN-DEL-02,Delhi,Sedan,Type 2,57,58,55,0.40,Failed,Charging Interrupted,Maintenance,Failed,0.00
SES-10647,2025-02-17,19:59:16,STN-BLR-01,Bengaluru,Sedan,Type 2,48,100,69,26.65,Completed,None,Available,Paid,429.16
SES-10648,2025-02-17,12:50:46,STN-DEL-01,Delhi,Sedan,CCS,50,100,105,29.98,Completed,None,Available,Paid,501.40
SES-10649,2025-02-17,09:11:55,STN-MUM-01,Mumbai,Sedan,CCS,41,43,22,0.80,Failed,Network Error,Maintenance,Failed,0.00
SES-10650,2025-02-17,16:31:14,STN-MUM-01,Mumbai,Sedan,CHAdeMO,42,77,40,20.96,Completed,None,Charging,Paid,379.45
SES-10651,2025-02-17,18:27:16,STN-PUN-01,Pune,Sedan,CCS,42,92,77,29.67,Completed,None,Charging,Paid,492.47
SES-10652,2025-02-17,08:58:49,STN-KOL-01,Kolkata,SUV,CHAdeMO,15,16,71,0.50,Cancelled,None,Maintenance,Refunded,0.00
SES-10653,2025-02-18,14:35:49,STN-CHE-01,Chennai,Sedan,Type 2,49,86,58,21.31,Completed,None,Charging,Paid,377.70
SES-10654,2025-02-18,20:14:24,STN-DEL-01,Delhi,Hatchback,CHAdeMO,68,87,27,8.26,Completed,None,Available,Paid,126.63
SES-10655,2025-02-18,18:21:25,STN-KOL-01,Kolkata,Sedan,CCS,48,100,84,29.51,Completed,None,Available,Paid,544.50
SES-10656,2025-02-18,09:09:24,STN-CHE-01,Chennai,Hatchback,CCS,85,89,115,1.33,Cancelled,None,Maintenance,Refunded,0.00
SES-10657,2025-02-18,17:42:52,STN-BLR-02,Bengaluru,Sedan,Type 2,66,100,62,18.85,Completed,None,Charging,Paid,304.39
SES-10658,2025-02-18,11:44:23,STN-MUM-01,Mumbai,Hatchback,Type 2,65,86,27,8.06,Completed,None,Charging,Paid,136.94
SES-10659,2025-02-18,07:55:32,STN-DEL-01,Delhi,Sedan,CCS,16,63,60,24.90,Completed,None,Charging,Paid,421.53
SES-10660,2025-02-18,06:36:56,STN-HYD-01,Hyderabad,SUV,Type 2,86,100,50,12.82,Completed,None,Available,Paid,228.75
SES-10661,2025-02-18,00:56:59,STN-DEL-02,Delhi,Sedan,CCS,13,100,110,43.55,Completed,None,Available,Paid,670.51
SES-10662,2025-02-18,07:08:03,STN-HYD-02,Hyderabad,SUV,CCS,71,74,106,1.20,Failed,Payment Failure,Maintenance,Failed,0.00
SES-10663,2025-02-18,21:52:49,STN-DEL-02,Delhi,Sedan,Type 2,78,79,110,0.50,Cancelled,None,Available,Refunded,0.00
SES-10664,2025-02-18,22:39:57,STN-KOL-01,Kolkata,SUV,CCS,6,55,76,37.65,Completed,None,Available,Paid,593.42
SES-10665,2025-02-18,18:20:17,STN-PUN-01,Pune,Sedan,CCS,12,54,74,22.46,Completed,None,Charging,Paid,400.39
SES-10666,2025-02-18,20:23:09,STN-MUM-01,Mumbai,SUV,CCS,47,100,92,45.43,Completed,None,Available,Paid,833.04
SES-10667,2025-02-18,16:17:41,STN-VSKP-01,Visakhapatnam,Sedan,CCS,22,30,15,2.71,Cancelled,None,Maintenance,Refunded,0.00
SES-10668,2025-02-18,07:36:44,STN-MUM-02,Mumbai,Sedan,CCS,56,97,83,23.90,Completed,None,Available,Paid,412.23
SES-10669,2025-02-18,10:08:13,STN-MUM-02,Mumbai,SUV,CCS,43,68,46,22.00,Completed,None,Available,Paid,348.11
SES-10670,2025-02-18,18:30:03,STN-HYD-02,Hyderabad,Crossover,CCS,35,50,21,10.97,Completed,None,Available,Paid,192.78
SES-10671,2025-02-18,22:19:55,STN-VIJ-01,Vijayawada,SUV,Type 2,18,92,117,65.98,Completed,None,Charging,Paid,"1,052.17"
SES-10672,2025-02-19,17:42:43,STN-MUM-01,Mumbai,Hatchback,CHAdeMO,68,100,90,13.67,Completed,None,Available,Paid,210.54
SES-10673,2025-02-19,04:14:26,STN-VIJ-01,Vijayawada,SUV,CCS,48,100,100,46.76,Completed,None,Available,Paid,790.35
SES-10674,2025-02-19,14:36:54,STN-DEL-01,Delhi,SUV,CCS,64,71,11,5.57,Completed,None,Available,Paid,90.70
SES-10675,2025-02-19,18:51:25,STN-HYD-01,Hyderabad,Sedan,CCS,6,55,62,26.49,Completed,None,Available,Paid,423.37
SES-10676,2025-02-19,12:25:45,STN-PUN-01,Pune,Sedan,Type 2,36,64,34,16.84,Completed,None,Charging,Paid,273.27
SES-10677,2025-02-19,22:17:31,STN-MUM-02,Mumbai,Hatchback,Type 2,40,100,119,24.60,Completed,None,Available,Paid,391.99
SES-10678,2025-02-19,14:01:32,STN-HYD-02,Hyderabad,SUV,CHAdeMO,59,100,117,35.67,Completed,None,Charging,Paid,636.22
SES-10679,2025-02-19,21:16:43,STN-DEL-02,Delhi,SUV,CCS,67,67,37,0.00,Failed,Payment Failure,Maintenance,Failed,0.00
SES-10680,2025-02-19,18:48:55,STN-VSKP-01,Visakhapatnam,SUV,Type 2,73,100,54,22.10,Completed,None,Charging,Paid,401.07
SES-10681,2025-02-19,10:42:48,STN-HYD-01,Hyderabad,SUV,CCS,84,100,46,12.33,Completed,None,Available,Paid,216.32
SES-10682,2025-02-19,19:34:07,STN-CBE-01,Coimbatore,SUV,CHAdeMO,44,100,110,51.04,Completed,None,Charging,Paid,942.28
SES-10683,2025-02-19,19:52:53,STN-MUM-02,Mumbai,SUV,Type 2,28,44,26,13.09,Completed,None,Charging,Paid,208.05
SES-10684,2025-02-20,17:45:35,STN-DEL-02,Delhi,Sedan,CCS,62,100,78,22.05,Completed,None,Available,Paid,336.02
SES-10685,2025-02-20,19:53:00,STN-DEL-01,Delhi,SUV,Type 2,32,74,65,33.40,Completed,None,Available,Paid,605.81
SES-10686,2025-02-20,05:09:53,STN-VIJ-01,Vijayawada,SUV,Type 2,66,100,67,27.43,Completed,None,Charging,Paid,419.65
SES-10687,2025-02-20,18:57:07,STN-DEL-02,Delhi,Crossover,CCS,29,100,92,48.49,Completed,None,Available,Paid,842.31
SES-10688,2025-02-20,18:27:05,STN-HYD-01,Hyderabad,SUV,CCS,11,21,13,9.06,Completed,None,Available,Paid,157.68
SES-10689,2025-02-20,17:15:06,STN-DEL-02,Delhi,SUV,CCS,42,100,112,50.41,Completed,None,Available,Paid,769.65
SES-10690,2025-02-20,18:42:25,STN-DEL-01,Delhi,Sedan,CCS,75,100,64,14.82,Completed,None,Available,Paid,261.12
SES-10691,2025-02-20,08:06:32,STN-VSKP-01,Visakhapatnam,Sedan,CCS,90,100,58,5.21,Completed,None,Available,Paid,88.14
SES-10692,2025-02-20,18:44:19,STN-PUN-01,Pune,Hatchback,CHAdeMO,90,91,116,0.50,Cancelled,None,Available,Refunded,0.00
SES-10693,2025-02-20,08:51:03,STN-VIJ-01,Vijayawada,Hatchback,Type 2,49,85,47,13.07,Completed,None,Charging,Paid,226.20
SES-10694,2025-02-20,18:10:01,STN-HYD-01,Hyderabad,Sedan,Type 2,36,77,54,22.72,Completed,None,Available,Paid,343.07
SES-10695,2025-02-20,12:29:48,STN-PUN-01,Pune,SUV,Type 2,36,98,117,55.97,Completed,None,Available,Paid,923.54
SES-10696,2025-02-20,20:43:32,STN-VIJ-01,Vijayawada,Sedan,Type 2,5,33,39,13.98,Completed,None,Available,Paid,219.46
SES-10697,2025-02-20,18:23:33,STN-HYD-02,Hyderabad,Hatchback,CHAdeMO,78,100,105,8.17,Completed,None,Available,Paid,146.59
SES-10698,2025-02-20,17:20:27,STN-MUM-01,Mumbai,Sedan,Type 2,49,51,46,0.80,Failed,Charging Interrupted,Maintenance,Paid,14.04
SES-10699,2025-02-20,13:39:01,STN-VIJ-01,Vijayawada,Hatchback,CCS,68,100,65,11.94,Completed,None,Charging,Paid,219.06
SES-10700,2025-02-21,02:22:14,STN-DEL-02,Delhi,SUV,CCS,72,100,36,24.30,Completed,None,Charging,Paid,423.22
SES-10701,2025-02-21,10:16:47,STN-BLR-02,Bengaluru,Sedan,CCS,11,15,41,1.60,Failed,Network Error,Offline,Failed,0.00
SES-10702,2025-02-21,16:19:19,STN-PUN-01,Pune,Hatchback,CCS,42,43,115,0.40,Failed,Charging Interrupted,Maintenance,Failed,0.00
SES-10703,2025-02-21,18:02:54,STN-VSKP-01,Visakhapatnam,Crossover,CCS,74,88,20,9.75,Completed,None,Available,Paid,151.99
SES-10704,2025-02-21,18:01:35,STN-DEL-01,Delhi,Sedan,Type 2,57,100,114,25.38,Completed,None,Available,Paid,414.51
SES-10705,2025-02-21,12:18:33,STN-MUM-02,Mumbai,Hatchback,Type 2,79,100,67,8.09,Completed,None,Available,Paid,136.40
SES-10706,2025-02-21,21:45:05,STN-PUN-01,Pune,Hatchback,CCS,77,79,86,0.80,Failed,Payment Failure,Offline,Failed,0.00
SES-10707,2025-02-21,15:35:21,STN-MUM-02,Mumbai,Hatchback,CHAdeMO,34,69,44,15.13,Completed,None,Available,Paid,255.38
SES-10708,2025-02-21,06:51:58,STN-KOL-01,Kolkata,Crossover,CCS,26,26,26,0.00,Failed,Payment Failure,Maintenance,Failed,0.00
SES-10709,2025-02-21,17:52:50,STN-DEL-02,Delhi,SUV,Type 2,62,64,39,0.71,Cancelled,None,Available,Refunded,0.00
SES-10710,2025-02-22,08:31:47,STN-HYD-02,Hyderabad,Hatchback,Type 2,77,92,27,6.02,Completed,None,Charging,Paid,108.73
SES-10711,2025-02-22,16:19:26,STN-BLR-01,Bengaluru,Hatchback,Type 2,59,100,110,16.09,Completed,None,Available,Paid,260.05
SES-10712,2025-02-22,19:36:47,STN-HYD-01,Hyderabad,SUV,CCS,50,54,39,1.54,Cancelled,None,Maintenance,Refunded,0.00
SES-10713,2025-02-22,10:04:10,STN-MUM-02,Mumbai,SUV,Type 2,30,100,99,57.63,Completed,None,Charging,Paid,974.34
SES-10714,2025-02-22,09:02:57,STN-KOL-01,Kolkata,Sedan,CCS,68,69,25,0.40,Failed,Station Offline,Offline,Failed,0.00
SES-10715,2025-02-22,18:52:36,STN-KOL-01,Kolkata,Hatchback,Type 2,84,84,84,0.00,Failed,Network Error,Maintenance,Failed,0.00
SES-10716,2025-02-22,07:02:28,STN-MUM-02,Mumbai,Hatchback,CCS,13,52,63,14.68,Completed,None,Available,Paid,229.43
SES-10717,2025-02-22,09:25:20,STN-KOL-01,Kolkata,SUV,Type 2,19,26,13,5.46,Completed,None,Charging,Paid,99.15
SES-10718,2025-02-22,18:56:10,STN-VSKP-01,Visakhapatnam,SUV,CCS,23,90,114,59.52,Completed,None,Available,Paid,903.47
SES-10719,2025-02-22,18:41:23,STN-HYD-01,Hyderabad,Sedan,Type 2,20,24,24,1.38,Cancelled,None,Available,Refunded,0.00
SES-10720,2025-02-22,18:54:13,STN-BLR-01,Bengaluru,Sedan,CCS,29,75,85,22.99,Completed,None,Available,Paid,376.89
SES-10721,2025-02-22,08:09:11,STN-DEL-02,Delhi,SUV,Type 2,55,80,36,21.60,Completed,None,Charging,Paid,397.78
SES-10722,2025-02-22,08:54:45,STN-DEL-01,Delhi,SUV,Type 2,81,88,13,5.46,Completed,None,Charging,Paid,94.33
SES-10723,2025-02-22,16:09:57,STN-VIJ-01,Vijayawada,Hatchback,CCS,50,76,44,10.92,Completed,None,Available,Paid,186.16
SES-10724,2025-02-22,06:02:30,STN-MUM-01,Mumbai,SUV,CCS,11,81,94,62.72,Completed,None,Charging,Paid,"1,102.52"
SES-10725,2025-02-23,16:11:38,STN-VSKP-01,Visakhapatnam,Crossover,Type 2,38,93,72,38.39,Completed,None,Available,Paid,694.39
SES-10726,2025-02-23,17:12:33,STN-VSKP-01,Visakhapatnam,Sedan,CCS,62,100,109,22.95,Completed,None,Charging,Paid,391.35
SES-10727,2025-02-23,11:21:56,STN-VIJ-01,Vijayawada,Crossover,CCS,82,100,75,13.70,Completed,None,Available,Paid,253.41
SES-10728,2025-02-23,22:04:18,STN-MUM-02,Mumbai,Sedan,CCS,27,61,48,18.76,Completed,None,Available,Paid,343.69
SES-10729,2025-02-23,21:16:09,STN-BLR-01,Bengaluru,SUV,Type 2,27,48,37,17.44,Completed,None,Charging,Paid,279.77
SES-10730,2025-02-23,16:07:50,STN-BLR-01,Bengaluru,SUV,CCS,21,22,43,0.50,Cancelled,None,Available,Refunded,0.00
SES-10731,2025-02-23,14:56:11,STN-HYD-02,Hyderabad,SUV,CCS,17,51,42,27.16,Completed,None,Available,Paid,431.05
SES-10732,2025-02-23,14:07:57,STN-MUM-02,Mumbai,Sedan,Type 2,31,74,59,25.76,Completed,None,Available,Paid,465.28
SES-10733,2025-02-23,10:52:35,STN-CBE-01,Coimbatore,Sedan,CCS,70,100,69,15.81,Completed,None,Available,Paid,258.73
SES-10734,2025-02-23,08:19:47,STN-KOL-01,Kolkata,Hatchback,CCS,34,93,81,24.99,Completed,None,Available,Paid,399.28
SES-10735,2025-02-23,08:28:41,STN-KOL-01,Kolkata,SUV,CHAdeMO,8,56,81,44.71,Completed,None,Available,Paid,720.24
SES-10736,2025-02-23,13:13:47,STN-PUN-01,Pune,Crossover,Type 2,71,98,51,17.75,Completed,None,Available,Paid,315.88
SES-10737,2025-02-23,13:20:21,STN-DEL-02,Delhi,Sedan,CCS,18,26,95,3.19,Cancelled,None,Available,Refunded,0.00
